mix_path,first_speaker_path,second_speaker_path,duration
train\080eacbd1e6a4d8796288b5dfa275c76\mix_audio.wav,train\080eacbd1e6a4d8796288b5dfa275c76\first_speaker.wav,train\080eacbd1e6a4d8796288b5dfa275c76\second_speaker.wav,17.0
train\24a947ca58514a4b941a4bb47aaf024f\mix_audio.wav,train\24a947ca58514a4b941a4bb47aaf024f\first_speaker.wav,train\24a947ca58514a4b941a4bb47aaf024f\second_speaker.wav,18.0
train\7eeb2697505b4661a7e7cba0a91e31d6\mix_audio.wav,train\7eeb2697505b4661a7e7cba0a91e31d6\first_speaker.wav,train\7eeb2697505b4661a7e7cba0a91e31d6\second_speaker.wav,15.0
train\9c9f7bb9c44d4c65ab43f81d4a3c26b1\mix_audio.wav,train\9c9f7bb9c44d4c65ab43f81d4a3c26b1\first_speaker.wav,train\9c9f7bb9c44d4c65ab43f81d4a3c26b1\second_speaker.wav,20.0
train\8da66a8c64d94e96b1e116feefa56da3\mix_audio.wav,train\8da66a8c64d94e96b1e116feefa56da3\first_speaker.wav,train\8da66a8c64d94e96b1e116feefa56da3\second_speaker.wav,15.0
train\28751a5ff35e4ac7a8cfbcee96accc21\mix_audio.wav,train\28751a5ff35e4ac7a8cfbcee96accc21\first_speaker.wav,train\28751a5ff35e4ac7a8cfbcee96accc21\second_speaker.wav,19.0
train\5d626297c3a34781b64bca17d4ce4a1f\mix_audio.wav,train\5d626297c3a34781b64bca17d4ce4a1f\first_speaker.wav,train\5d626297c3a34781b64bca17d4ce4a1f\second_speaker.wav,18.0
train\89139d0ab73245c2aae198e1e1be606c\mix_audio.wav,train\89139d0ab73245c2aae198e1e1be606c\first_speaker.wav,train\89139d0ab73245c2aae198e1e1be606c\second_speaker.wav,17.0
train\2c0a480faa4c406c85d4b956e97790b9\mix_audio.wav,train\2c0a480faa4c406c85d4b956e97790b9\first_speaker.wav,train\2c0a480faa4c406c85d4b956e97790b9\second_speaker.wav,17.0
train\94b44db31f96466696dd1b80a4e3b6b8\mix_audio.wav,train\94b44db31f96466696dd1b80a4e3b6b8\first_speaker.wav,train\94b44db31f96466696dd1b80a4e3b6b8\second_speaker.wav,15.0
train\a7d825c431f74cc8a75728b299d2c54f\mix_audio.wav,train\a7d825c431f74cc8a75728b299d2c54f\first_speaker.wav,train\a7d825c431f74cc8a75728b299d2c54f\second_speaker.wav,18.0
train\0b51a40b533a4cf5bcf0628892f45ecb\mix_audio.wav,train\0b51a40b533a4cf5bcf0628892f45ecb\first_speaker.wav,train\0b51a40b533a4cf5bcf0628892f45ecb\second_speaker.wav,16.0
train\c74d6a48ff8f40f7a46e2c746bf3f6e8\mix_audio.wav,train\c74d6a48ff8f40f7a46e2c746bf3f6e8\first_speaker.wav,train\c74d6a48ff8f40f7a46e2c746bf3f6e8\second_speaker.wav,15.0
train\03d4c39c81bb4eb2a935cdde696d230d\mix_audio.wav,train\03d4c39c81bb4eb2a935cdde696d230d\first_speaker.wav,train\03d4c39c81bb4eb2a935cdde696d230d\second_speaker.wav,16.0
train\dc2b640f1fad4d0d8764cd95d5dbc537\mix_audio.wav,train\dc2b640f1fad4d0d8764cd95d5dbc537\first_speaker.wav,train\dc2b640f1fad4d0d8764cd95d5dbc537\second_speaker.wav,18.0
train\0bd0c20fd0384b15995cd60fba5c1717\mix_audio.wav,train\0bd0c20fd0384b15995cd60fba5c1717\first_speaker.wav,train\0bd0c20fd0384b15995cd60fba5c1717\second_speaker.wav,15.0
train\586a6d8cc15e44b482f167a0d74b4323\mix_audio.wav,train\586a6d8cc15e44b482f167a0d74b4323\first_speaker.wav,train\586a6d8cc15e44b482f167a0d74b4323\second_speaker.wav,18.0
train\4e31dff143474233b6259f6011d20d6d\mix_audio.wav,train\4e31dff143474233b6259f6011d20d6d\first_speaker.wav,train\4e31dff143474233b6259f6011d20d6d\second_speaker.wav,16.0
train\524fc8be576c407dbeb93c7796531269\mix_audio.wav,train\524fc8be576c407dbeb93c7796531269\first_speaker.wav,train\524fc8be576c407dbeb93c7796531269\second_speaker.wav,18.0
train\b1135f1e71834362b255a7fe3c7e3bbb\mix_audio.wav,train\b1135f1e71834362b255a7fe3c7e3bbb\first_speaker.wav,train\b1135f1e71834362b255a7fe3c7e3bbb\second_speaker.wav,20.0
train\2add838e084b4fe8985b3da1c43abfce\mix_audio.wav,train\2add838e084b4fe8985b3da1c43abfce\first_speaker.wav,train\2add838e084b4fe8985b3da1c43abfce\second_speaker.wav,17.0
train\f7ff8a6d31ea4afca3b21a472ead56fc\mix_audio.wav,train\f7ff8a6d31ea4afca3b21a472ead56fc\first_speaker.wav,train\f7ff8a6d31ea4afca3b21a472ead56fc\second_speaker.wav,15.0
train\68a86ea004e64305990ab61f41aa07bf\mix_audio.wav,train\68a86ea004e64305990ab61f41aa07bf\first_speaker.wav,train\68a86ea004e64305990ab61f41aa07bf\second_speaker.wav,18.0
train\d3ea9ee474ae462da21711c0d66d00e5\mix_audio.wav,train\d3ea9ee474ae462da21711c0d66d00e5\first_speaker.wav,train\d3ea9ee474ae462da21711c0d66d00e5\second_speaker.wav,20.0
train\0e5668e067db4a9f9216a62e0b9300be\mix_audio.wav,train\0e5668e067db4a9f9216a62e0b9300be\first_speaker.wav,train\0e5668e067db4a9f9216a62e0b9300be\second_speaker.wav,15.0
train\007e52e1399143f0b140afc31e3c0157\mix_audio.wav,train\007e52e1399143f0b140afc31e3c0157\first_speaker.wav,train\007e52e1399143f0b140afc31e3c0157\second_speaker.wav,18.0
train\2cb27e2f251e442e8875dae042dbe18b\mix_audio.wav,train\2cb27e2f251e442e8875dae042dbe18b\first_speaker.wav,train\2cb27e2f251e442e8875dae042dbe18b\second_speaker.wav,19.0
train\9fc6d08953354a48b8e2d387ea421109\mix_audio.wav,train\9fc6d08953354a48b8e2d387ea421109\first_speaker.wav,train\9fc6d08953354a48b8e2d387ea421109\second_speaker.wav,19.0
train\2f9b413752804f12be751b3d15813e76\mix_audio.wav,train\2f9b413752804f12be751b3d15813e76\first_speaker.wav,train\2f9b413752804f12be751b3d15813e76\second_speaker.wav,18.0
train\6b58efed11dd45118e8b802aa6219890\mix_audio.wav,train\6b58efed11dd45118e8b802aa6219890\first_speaker.wav,train\6b58efed11dd45118e8b802aa6219890\second_speaker.wav,18.0
train\8d32ea98b77a452cb5b382927acedd1e\mix_audio.wav,train\8d32ea98b77a452cb5b382927acedd1e\first_speaker.wav,train\8d32ea98b77a452cb5b382927acedd1e\second_speaker.wav,15.0
train\de2bae7b9035438f9fb16f8b97cfa919\mix_audio.wav,train\de2bae7b9035438f9fb16f8b97cfa919\first_speaker.wav,train\de2bae7b9035438f9fb16f8b97cfa919\second_speaker.wav,17.0
train\c68fd970bf034aa6a2d8d51397062f93\mix_audio.wav,train\c68fd970bf034aa6a2d8d51397062f93\first_speaker.wav,train\c68fd970bf034aa6a2d8d51397062f93\second_speaker.wav,20.0
train\72faff04693e42209d8423de05093c3e\mix_audio.wav,train\72faff04693e42209d8423de05093c3e\first_speaker.wav,train\72faff04693e42209d8423de05093c3e\second_speaker.wav,16.0
train\a6016178ef124f08afd3ea2da2496553\mix_audio.wav,train\a6016178ef124f08afd3ea2da2496553\first_speaker.wav,train\a6016178ef124f08afd3ea2da2496553\second_speaker.wav,19.0
train\c8104289a67f4d2b9e9a4879e6fddb78\mix_audio.wav,train\c8104289a67f4d2b9e9a4879e6fddb78\first_speaker.wav,train\c8104289a67f4d2b9e9a4879e6fddb78\second_speaker.wav,17.0
train\4db6d037a41c41c4a90f7c2811f5d37b\mix_audio.wav,train\4db6d037a41c41c4a90f7c2811f5d37b\first_speaker.wav,train\4db6d037a41c41c4a90f7c2811f5d37b\second_speaker.wav,19.0
train\87e39ac6b1ac444f9c35f97a07f6aef6\mix_audio.wav,train\87e39ac6b1ac444f9c35f97a07f6aef6\first_speaker.wav,train\87e39ac6b1ac444f9c35f97a07f6aef6\second_speaker.wav,16.0
train\64ce8ce4565943d4bcc4d3ed7432c615\mix_audio.wav,train\64ce8ce4565943d4bcc4d3ed7432c615\first_speaker.wav,train\64ce8ce4565943d4bcc4d3ed7432c615\second_speaker.wav,15.0
train\32d24e132acb49cfb0799e01902c40ca\mix_audio.wav,train\32d24e132acb49cfb0799e01902c40ca\first_speaker.wav,train\32d24e132acb49cfb0799e01902c40ca\second_speaker.wav,20.0
train\aedf04e61cc140e1894dcdf29605f8e2\mix_audio.wav,train\aedf04e61cc140e1894dcdf29605f8e2\first_speaker.wav,train\aedf04e61cc140e1894dcdf29605f8e2\second_speaker.wav,18.0
train\7caf1feaefa94eedaaa0639670ae5d3c\mix_audio.wav,train\7caf1feaefa94eedaaa0639670ae5d3c\first_speaker.wav,train\7caf1feaefa94eedaaa0639670ae5d3c\second_speaker.wav,20.0
train\ce732fcebc6240cda2b7ac72509bcfda\mix_audio.wav,train\ce732fcebc6240cda2b7ac72509bcfda\first_speaker.wav,train\ce732fcebc6240cda2b7ac72509bcfda\second_speaker.wav,16.0
train\67e0b5b6f14b4df98eada26d468facaf\mix_audio.wav,train\67e0b5b6f14b4df98eada26d468facaf\first_speaker.wav,train\67e0b5b6f14b4df98eada26d468facaf\second_speaker.wav,19.0
train\accf321f89fe499eb437245d033c65ec\mix_audio.wav,train\accf321f89fe499eb437245d033c65ec\first_speaker.wav,train\accf321f89fe499eb437245d033c65ec\second_speaker.wav,17.0
train\21f78d04de3a49118c9b1bf6ecd16c3a\mix_audio.wav,train\21f78d04de3a49118c9b1bf6ecd16c3a\first_speaker.wav,train\21f78d04de3a49118c9b1bf6ecd16c3a\second_speaker.wav,19.0
train\b3f49f9f943b468bbe6ddbc9d0164237\mix_audio.wav,train\b3f49f9f943b468bbe6ddbc9d0164237\first_speaker.wav,train\b3f49f9f943b468bbe6ddbc9d0164237\second_speaker.wav,18.0
train\f0224cbd244849b19111624f8a565152\mix_audio.wav,train\f0224cbd244849b19111624f8a565152\first_speaker.wav,train\f0224cbd244849b19111624f8a565152\second_speaker.wav,15.0
train\ce1cbbb57df8446ca07c71d12ce6ad08\mix_audio.wav,train\ce1cbbb57df8446ca07c71d12ce6ad08\first_speaker.wav,train\ce1cbbb57df8446ca07c71d12ce6ad08\second_speaker.wav,19.0
train\204e7038e9344e2a9121cac423234b54\mix_audio.wav,train\204e7038e9344e2a9121cac423234b54\first_speaker.wav,train\204e7038e9344e2a9121cac423234b54\second_speaker.wav,15.0
train\03624cd7829946afa3df5f295a037825\mix_audio.wav,train\03624cd7829946afa3df5f295a037825\first_speaker.wav,train\03624cd7829946afa3df5f295a037825\second_speaker.wav,19.0
train\6af4db4ad0af4b27a19b9bc9ccd5f4c2\mix_audio.wav,train\6af4db4ad0af4b27a19b9bc9ccd5f4c2\first_speaker.wav,train\6af4db4ad0af4b27a19b9bc9ccd5f4c2\second_speaker.wav,17.0
train\a597944f94994641b909c1c968d3eacf\mix_audio.wav,train\a597944f94994641b909c1c968d3eacf\first_speaker.wav,train\a597944f94994641b909c1c968d3eacf\second_speaker.wav,18.0
train\a12b4403004743a9aac13064c8106549\mix_audio.wav,train\a12b4403004743a9aac13064c8106549\first_speaker.wav,train\a12b4403004743a9aac13064c8106549\second_speaker.wav,17.0
train\0a7644ab4d764fe5997d264795ed0e6b\mix_audio.wav,train\0a7644ab4d764fe5997d264795ed0e6b\first_speaker.wav,train\0a7644ab4d764fe5997d264795ed0e6b\second_speaker.wav,15.0
train\d1a5bcdc758c4de58b2c677f26b281eb\mix_audio.wav,train\d1a5bcdc758c4de58b2c677f26b281eb\first_speaker.wav,train\d1a5bcdc758c4de58b2c677f26b281eb\second_speaker.wav,16.0
train\354f10dd8c20434ebb5caad30393059a\mix_audio.wav,train\354f10dd8c20434ebb5caad30393059a\first_speaker.wav,train\354f10dd8c20434ebb5caad30393059a\second_speaker.wav,16.0
train\91865db022e744bb82fa370d5bde909f\mix_audio.wav,train\91865db022e744bb82fa370d5bde909f\first_speaker.wav,train\91865db022e744bb82fa370d5bde909f\second_speaker.wav,16.0
train\3b342992b59547d68a56acbbe0759d67\mix_audio.wav,train\3b342992b59547d68a56acbbe0759d67\first_speaker.wav,train\3b342992b59547d68a56acbbe0759d67\second_speaker.wav,16.0
train\7428d2758a924b92aa04ffaa1a5c9ce8\mix_audio.wav,train\7428d2758a924b92aa04ffaa1a5c9ce8\first_speaker.wav,train\7428d2758a924b92aa04ffaa1a5c9ce8\second_speaker.wav,15.0
train\cd2e201810ac44b695307d9db27cf85c\mix_audio.wav,train\cd2e201810ac44b695307d9db27cf85c\first_speaker.wav,train\cd2e201810ac44b695307d9db27cf85c\second_speaker.wav,19.0
train\16d29babd61b43318f120fed04a44bf3\mix_audio.wav,train\16d29babd61b43318f120fed04a44bf3\first_speaker.wav,train\16d29babd61b43318f120fed04a44bf3\second_speaker.wav,19.0
train\6af9a6f93fd94f839127d32472e797be\mix_audio.wav,train\6af9a6f93fd94f839127d32472e797be\first_speaker.wav,train\6af9a6f93fd94f839127d32472e797be\second_speaker.wav,17.0
train\574275f72ebe46ea82a8b4553254e8e9\mix_audio.wav,train\574275f72ebe46ea82a8b4553254e8e9\first_speaker.wav,train\574275f72ebe46ea82a8b4553254e8e9\second_speaker.wav,18.0
train\2e0e65271aad498385601d83be026ced\mix_audio.wav,train\2e0e65271aad498385601d83be026ced\first_speaker.wav,train\2e0e65271aad498385601d83be026ced\second_speaker.wav,18.0
train\89d5c8ea3fe2437fa8fbfcd15b7ffea7\mix_audio.wav,train\89d5c8ea3fe2437fa8fbfcd15b7ffea7\first_speaker.wav,train\89d5c8ea3fe2437fa8fbfcd15b7ffea7\second_speaker.wav,15.0
train\6e8dbb7226ec49f9a7fd422e0df9d440\mix_audio.wav,train\6e8dbb7226ec49f9a7fd422e0df9d440\first_speaker.wav,train\6e8dbb7226ec49f9a7fd422e0df9d440\second_speaker.wav,15.0
train\60c9d69640694fbb812e4924c5072a24\mix_audio.wav,train\60c9d69640694fbb812e4924c5072a24\first_speaker.wav,train\60c9d69640694fbb812e4924c5072a24\second_speaker.wav,18.0
train\307ca457625042e1876d3bda4093456a\mix_audio.wav,train\307ca457625042e1876d3bda4093456a\first_speaker.wav,train\307ca457625042e1876d3bda4093456a\second_speaker.wav,17.0
train\0e0e25ea49344d98825f54ec5557dc2f\mix_audio.wav,train\0e0e25ea49344d98825f54ec5557dc2f\first_speaker.wav,train\0e0e25ea49344d98825f54ec5557dc2f\second_speaker.wav,20.0
train\28c9a6ef419e482a80d6c99f6e8ae737\mix_audio.wav,train\28c9a6ef419e482a80d6c99f6e8ae737\first_speaker.wav,train\28c9a6ef419e482a80d6c99f6e8ae737\second_speaker.wav,18.0
train\1478eb95372546dc9e906161532ed2e3\mix_audio.wav,train\1478eb95372546dc9e906161532ed2e3\first_speaker.wav,train\1478eb95372546dc9e906161532ed2e3\second_speaker.wav,19.0
train\8a1bd1097633475592ad52118fcdaf42\mix_audio.wav,train\8a1bd1097633475592ad52118fcdaf42\first_speaker.wav,train\8a1bd1097633475592ad52118fcdaf42\second_speaker.wav,18.0
train\ba62333ef9454ce8800531036c6863a1\mix_audio.wav,train\ba62333ef9454ce8800531036c6863a1\first_speaker.wav,train\ba62333ef9454ce8800531036c6863a1\second_speaker.wav,15.0
train\9234f5e86ccb486fa336fc789d74350b\mix_audio.wav,train\9234f5e86ccb486fa336fc789d74350b\first_speaker.wav,train\9234f5e86ccb486fa336fc789d74350b\second_speaker.wav,18.0
train\fa56ec5ea1e341c7af9d32820c43455c\mix_audio.wav,train\fa56ec5ea1e341c7af9d32820c43455c\first_speaker.wav,train\fa56ec5ea1e341c7af9d32820c43455c\second_speaker.wav,15.0
train\e96816854ee84a428b43c45dc344c3f5\mix_audio.wav,train\e96816854ee84a428b43c45dc344c3f5\first_speaker.wav,train\e96816854ee84a428b43c45dc344c3f5\second_speaker.wav,19.0
train\4d796b1fca1146f3bf57372a94169a3a\mix_audio.wav,train\4d796b1fca1146f3bf57372a94169a3a\first_speaker.wav,train\4d796b1fca1146f3bf57372a94169a3a\second_speaker.wav,15.0
train\837ac704a45144cf85ac7253b4528539\mix_audio.wav,train\837ac704a45144cf85ac7253b4528539\first_speaker.wav,train\837ac704a45144cf85ac7253b4528539\second_speaker.wav,16.0
train\6d0dc11b0a934afea28500730f11ae3c\mix_audio.wav,train\6d0dc11b0a934afea28500730f11ae3c\first_speaker.wav,train\6d0dc11b0a934afea28500730f11ae3c\second_speaker.wav,20.0
train\198f098208ea4f04883e9502b5fdb734\mix_audio.wav,train\198f098208ea4f04883e9502b5fdb734\first_speaker.wav,train\198f098208ea4f04883e9502b5fdb734\second_speaker.wav,15.0
train\67c5afcdf45c4a95bc210049de1005f5\mix_audio.wav,train\67c5afcdf45c4a95bc210049de1005f5\first_speaker.wav,train\67c5afcdf45c4a95bc210049de1005f5\second_speaker.wav,18.0
train\403c1ccd9fd74a4e959cd112fcd60fc0\mix_audio.wav,train\403c1ccd9fd74a4e959cd112fcd60fc0\first_speaker.wav,train\403c1ccd9fd74a4e959cd112fcd60fc0\second_speaker.wav,19.0
train\b90fcc2ef3db4f6db9078b9a1f608c16\mix_audio.wav,train\b90fcc2ef3db4f6db9078b9a1f608c16\first_speaker.wav,train\b90fcc2ef3db4f6db9078b9a1f608c16\second_speaker.wav,19.0
train\54318a3654f64c1bbc66e502e4ae98cb\mix_audio.wav,train\54318a3654f64c1bbc66e502e4ae98cb\first_speaker.wav,train\54318a3654f64c1bbc66e502e4ae98cb\second_speaker.wav,15.0
train\b44b0bd7b7c54439a456079c0b3967a8\mix_audio.wav,train\b44b0bd7b7c54439a456079c0b3967a8\first_speaker.wav,train\b44b0bd7b7c54439a456079c0b3967a8\second_speaker.wav,18.0
train\170f9c8cf34e48fda7a75c1faf14d0e8\mix_audio.wav,train\170f9c8cf34e48fda7a75c1faf14d0e8\first_speaker.wav,train\170f9c8cf34e48fda7a75c1faf14d0e8\second_speaker.wav,18.0
train\7224a8976198413c9fe2240c3361f6da\mix_audio.wav,train\7224a8976198413c9fe2240c3361f6da\first_speaker.wav,train\7224a8976198413c9fe2240c3361f6da\second_speaker.wav,18.0
train\e6df3479bb524144ba4805c5432df1b1\mix_audio.wav,train\e6df3479bb524144ba4805c5432df1b1\first_speaker.wav,train\e6df3479bb524144ba4805c5432df1b1\second_speaker.wav,18.0
train\0e3e9bc8fd6a447e973302088bf21f52\mix_audio.wav,train\0e3e9bc8fd6a447e973302088bf21f52\first_speaker.wav,train\0e3e9bc8fd6a447e973302088bf21f52\second_speaker.wav,20.0
train\49edceea90774f0d8b30b5b8b4ea402b\mix_audio.wav,train\49edceea90774f0d8b30b5b8b4ea402b\first_speaker.wav,train\49edceea90774f0d8b30b5b8b4ea402b\second_speaker.wav,19.0
train\bbd46e8a0a4c4ac2aad593ad5d97b913\mix_audio.wav,train\bbd46e8a0a4c4ac2aad593ad5d97b913\first_speaker.wav,train\bbd46e8a0a4c4ac2aad593ad5d97b913\second_speaker.wav,15.0
train\ee90c2662b814236be72f6ee7958a5ba\mix_audio.wav,train\ee90c2662b814236be72f6ee7958a5ba\first_speaker.wav,train\ee90c2662b814236be72f6ee7958a5ba\second_speaker.wav,17.0
train\0bf8142360e44c54992bb6f0d965ee54\mix_audio.wav,train\0bf8142360e44c54992bb6f0d965ee54\first_speaker.wav,train\0bf8142360e44c54992bb6f0d965ee54\second_speaker.wav,16.0
train\1b134603e0bc4eb69dc16da02771a77f\mix_audio.wav,train\1b134603e0bc4eb69dc16da02771a77f\first_speaker.wav,train\1b134603e0bc4eb69dc16da02771a77f\second_speaker.wav,20.0
train\401595300d7d4e9cacfdf3d7bf9369f8\mix_audio.wav,train\401595300d7d4e9cacfdf3d7bf9369f8\first_speaker.wav,train\401595300d7d4e9cacfdf3d7bf9369f8\second_speaker.wav,15.0
train\45feffb9b18c4672b957075d80f9799c\mix_audio.wav,train\45feffb9b18c4672b957075d80f9799c\first_speaker.wav,train\45feffb9b18c4672b957075d80f9799c\second_speaker.wav,16.0
train\15246f22015145efbe401f0ec9764a47\mix_audio.wav,train\15246f22015145efbe401f0ec9764a47\first_speaker.wav,train\15246f22015145efbe401f0ec9764a47\second_speaker.wav,16.0
train\32674f06e9004cb5ad2976d461bb447c\mix_audio.wav,train\32674f06e9004cb5ad2976d461bb447c\first_speaker.wav,train\32674f06e9004cb5ad2976d461bb447c\second_speaker.wav,18.0
train\5868bf5f86354671baf3ac64abae6339\mix_audio.wav,train\5868bf5f86354671baf3ac64abae6339\first_speaker.wav,train\5868bf5f86354671baf3ac64abae6339\second_speaker.wav,20.0
train\170110ec4cd74debb905111c4cc90d71\mix_audio.wav,train\170110ec4cd74debb905111c4cc90d71\first_speaker.wav,train\170110ec4cd74debb905111c4cc90d71\second_speaker.wav,16.0
train\f7c73d8982f243f59b2fb9f0ce3ce2b9\mix_audio.wav,train\f7c73d8982f243f59b2fb9f0ce3ce2b9\first_speaker.wav,train\f7c73d8982f243f59b2fb9f0ce3ce2b9\second_speaker.wav,20.0
train\eb499dfa673e4a48b11ab32f21bb0715\mix_audio.wav,train\eb499dfa673e4a48b11ab32f21bb0715\first_speaker.wav,train\eb499dfa673e4a48b11ab32f21bb0715\second_speaker.wav,16.0
train\1df98024d978431a930e40b569b54300\mix_audio.wav,train\1df98024d978431a930e40b569b54300\first_speaker.wav,train\1df98024d978431a930e40b569b54300\second_speaker.wav,20.0
train\38ca2ceb68714e889d9405e5f4ba629d\mix_audio.wav,train\38ca2ceb68714e889d9405e5f4ba629d\first_speaker.wav,train\38ca2ceb68714e889d9405e5f4ba629d\second_speaker.wav,16.0
train\5bcea8936cb24505856d0a0973d4e04f\mix_audio.wav,train\5bcea8936cb24505856d0a0973d4e04f\first_speaker.wav,train\5bcea8936cb24505856d0a0973d4e04f\second_speaker.wav,19.0
train\7ffc1cce061a4ad98fce37886a7b6f21\mix_audio.wav,train\7ffc1cce061a4ad98fce37886a7b6f21\first_speaker.wav,train\7ffc1cce061a4ad98fce37886a7b6f21\second_speaker.wav,17.0
train\f7ffdf16636643a8a91b4a2ce2ef60c1\mix_audio.wav,train\f7ffdf16636643a8a91b4a2ce2ef60c1\first_speaker.wav,train\f7ffdf16636643a8a91b4a2ce2ef60c1\second_speaker.wav,19.0
train\44edfbe377714d63bd992d119cc787a3\mix_audio.wav,train\44edfbe377714d63bd992d119cc787a3\first_speaker.wav,train\44edfbe377714d63bd992d119cc787a3\second_speaker.wav,15.0
train\e092d47c027144628d3333356a167fc5\mix_audio.wav,train\e092d47c027144628d3333356a167fc5\first_speaker.wav,train\e092d47c027144628d3333356a167fc5\second_speaker.wav,20.0
train\239535e5d755494c93f1b1ba4adc789b\mix_audio.wav,train\239535e5d755494c93f1b1ba4adc789b\first_speaker.wav,train\239535e5d755494c93f1b1ba4adc789b\second_speaker.wav,19.0
train\c66831cd54824c13b871828e7d291c51\mix_audio.wav,train\c66831cd54824c13b871828e7d291c51\first_speaker.wav,train\c66831cd54824c13b871828e7d291c51\second_speaker.wav,17.0
train\80a6344e02704136a5f221212f00303c\mix_audio.wav,train\80a6344e02704136a5f221212f00303c\first_speaker.wav,train\80a6344e02704136a5f221212f00303c\second_speaker.wav,17.0
train\19687c5dc882497aa7d8b125743ca28d\mix_audio.wav,train\19687c5dc882497aa7d8b125743ca28d\first_speaker.wav,train\19687c5dc882497aa7d8b125743ca28d\second_speaker.wav,18.0
train\bdeae0abbeb04291a7c436c937f85ff9\mix_audio.wav,train\bdeae0abbeb04291a7c436c937f85ff9\first_speaker.wav,train\bdeae0abbeb04291a7c436c937f85ff9\second_speaker.wav,16.0
train\859f91ee81f14cbbb4599ab5c0bca07d\mix_audio.wav,train\859f91ee81f14cbbb4599ab5c0bca07d\first_speaker.wav,train\859f91ee81f14cbbb4599ab5c0bca07d\second_speaker.wav,19.0
train\e6d1198fb1414391b960897e84d94a89\mix_audio.wav,train\e6d1198fb1414391b960897e84d94a89\first_speaker.wav,train\e6d1198fb1414391b960897e84d94a89\second_speaker.wav,15.0
train\b89d1137e09f4304b45138de9a17a9f5\mix_audio.wav,train\b89d1137e09f4304b45138de9a17a9f5\first_speaker.wav,train\b89d1137e09f4304b45138de9a17a9f5\second_speaker.wav,15.0
train\aaa13d3d30054f89b14e35505e843c5e\mix_audio.wav,train\aaa13d3d30054f89b14e35505e843c5e\first_speaker.wav,train\aaa13d3d30054f89b14e35505e843c5e\second_speaker.wav,16.0
train\212ad392a6a5483c9c0664f740a27892\mix_audio.wav,train\212ad392a6a5483c9c0664f740a27892\first_speaker.wav,train\212ad392a6a5483c9c0664f740a27892\second_speaker.wav,16.0
train\b5b4d60509d541b8ab3299969e7666c9\mix_audio.wav,train\b5b4d60509d541b8ab3299969e7666c9\first_speaker.wav,train\b5b4d60509d541b8ab3299969e7666c9\second_speaker.wav,20.0
train\ea3884fe03f6498bba71e69fb4ee87d9\mix_audio.wav,train\ea3884fe03f6498bba71e69fb4ee87d9\first_speaker.wav,train\ea3884fe03f6498bba71e69fb4ee87d9\second_speaker.wav,15.0
train\dc01387a667244c2b2ec332573d36acb\mix_audio.wav,train\dc01387a667244c2b2ec332573d36acb\first_speaker.wav,train\dc01387a667244c2b2ec332573d36acb\second_speaker.wav,16.0
train\c4b243ece14a4cd1bcea033c88bf5f32\mix_audio.wav,train\c4b243ece14a4cd1bcea033c88bf5f32\first_speaker.wav,train\c4b243ece14a4cd1bcea033c88bf5f32\second_speaker.wav,15.0
train\94da7e74cf154553a3197a0a84b16544\mix_audio.wav,train\94da7e74cf154553a3197a0a84b16544\first_speaker.wav,train\94da7e74cf154553a3197a0a84b16544\second_speaker.wav,15.0
train\9a400d2d4903436ea268b1b0fa9deba7\mix_audio.wav,train\9a400d2d4903436ea268b1b0fa9deba7\first_speaker.wav,train\9a400d2d4903436ea268b1b0fa9deba7\second_speaker.wav,15.0
train\ba5129acde1a4091aaa88d95b26178a2\mix_audio.wav,train\ba5129acde1a4091aaa88d95b26178a2\first_speaker.wav,train\ba5129acde1a4091aaa88d95b26178a2\second_speaker.wav,20.0
train\c1d4c5f0cff4497087f923c1ef43f07f\mix_audio.wav,train\c1d4c5f0cff4497087f923c1ef43f07f\first_speaker.wav,train\c1d4c5f0cff4497087f923c1ef43f07f\second_speaker.wav,15.0
train\1fe6ae0a3d67499bbf8bd248cd936be4\mix_audio.wav,train\1fe6ae0a3d67499bbf8bd248cd936be4\first_speaker.wav,train\1fe6ae0a3d67499bbf8bd248cd936be4\second_speaker.wav,20.0
train\d5d8afa79ad242249d5a2397210fc9a5\mix_audio.wav,train\d5d8afa79ad242249d5a2397210fc9a5\first_speaker.wav,train\d5d8afa79ad242249d5a2397210fc9a5\second_speaker.wav,20.0
train\7f75138e00974e7f8e453fe6e6d1b274\mix_audio.wav,train\7f75138e00974e7f8e453fe6e6d1b274\first_speaker.wav,train\7f75138e00974e7f8e453fe6e6d1b274\second_speaker.wav,20.0
train\d6aea60501b04824b31cd9530a535e19\mix_audio.wav,train\d6aea60501b04824b31cd9530a535e19\first_speaker.wav,train\d6aea60501b04824b31cd9530a535e19\second_speaker.wav,19.0
train\cd9cc6ec5a6b4319b7170d354e90259f\mix_audio.wav,train\cd9cc6ec5a6b4319b7170d354e90259f\first_speaker.wav,train\cd9cc6ec5a6b4319b7170d354e90259f\second_speaker.wav,17.0
train\d46e8d3d28aa49ab9b72f2341353367c\mix_audio.wav,train\d46e8d3d28aa49ab9b72f2341353367c\first_speaker.wav,train\d46e8d3d28aa49ab9b72f2341353367c\second_speaker.wav,15.0
train\a40d626441fa431e91e821a18949b2f1\mix_audio.wav,train\a40d626441fa431e91e821a18949b2f1\first_speaker.wav,train\a40d626441fa431e91e821a18949b2f1\second_speaker.wav,15.0
