mix_path,voice_path,noise_path,duration
train\mix\6d2f0e31c5934865acd20e0fcec69814\mix.wav,train\source\6d2f0e31c5934865acd20e0fcec69814\1.wav,train\source\6d2f0e31c5934865acd20e0fcec69814\2.wav,15.0
train\mix\6d6b7032fcd749aaadcd20324d5bdd37\mix.wav,train\source\6d6b7032fcd749aaadcd20324d5bdd37\1.wav,train\source\6d6b7032fcd749aaadcd20324d5bdd37\2.wav,15.0
train\mix\6d7049892a12491793e2f4d95278ac47\mix.wav,train\source\6d7049892a12491793e2f4d95278ac47\1.wav,train\source\6d7049892a12491793e2f4d95278ac47\2.wav,15.0
train\mix\6dc3b54e1fd04f28b6d0999795614c8d\mix.wav,train\source\6dc3b54e1fd04f28b6d0999795614c8d\1.wav,train\source\6dc3b54e1fd04f28b6d0999795614c8d\2.wav,15.0
train\mix\6ecef12c157549fa879b72c965a0055b\mix.wav,train\source\6ecef12c157549fa879b72c965a0055b\1.wav,train\source\6ecef12c157549fa879b72c965a0055b\2.wav,15.0
train\mix\6ecfe4ccbd874514be03bc810789aa5e\mix.wav,train\source\6ecfe4ccbd874514be03bc810789aa5e\1.wav,train\source\6ecfe4ccbd874514be03bc810789aa5e\2.wav,15.0
train\mix\6ed4094745d241bdacb91a18af022ee0\mix.wav,train\source\6ed4094745d241bdacb91a18af022ee0\1.wav,train\source\6ed4094745d241bdacb91a18af022ee0\2.wav,15.0
train\mix\6f58a432435249559c4ac2b34ba579b3\mix.wav,train\source\6f58a432435249559c4ac2b34ba579b3\1.wav,train\source\6f58a432435249559c4ac2b34ba579b3\2.wav,15.0
train\mix\6f65782ee28f4abcb3667a1ad63bc01e\mix.wav,train\source\6f65782ee28f4abcb3667a1ad63bc01e\1.wav,train\source\6f65782ee28f4abcb3667a1ad63bc01e\2.wav,15.0
train\mix\6f9599cf96e44cd4a03d5c50548f1ba5\mix.wav,train\source\6f9599cf96e44cd4a03d5c50548f1ba5\1.wav,train\source\6f9599cf96e44cd4a03d5c50548f1ba5\2.wav,15.0
train\mix\6fc1664d5c4b44ffa92c473cf5f8d84e\mix.wav,train\source\6fc1664d5c4b44ffa92c473cf5f8d84e\1.wav,train\source\6fc1664d5c4b44ffa92c473cf5f8d84e\2.wav,15.0
train\mix\6fd1ddbc091e48c689cd0891b6fad017\mix.wav,train\source\6fd1ddbc091e48c689cd0891b6fad017\1.wav,train\source\6fd1ddbc091e48c689cd0891b6fad017\2.wav,15.0
train\mix\6ff7986802154f0195f1dd630c74f1cf\mix.wav,train\source\6ff7986802154f0195f1dd630c74f1cf\1.wav,train\source\6ff7986802154f0195f1dd630c74f1cf\2.wav,15.0
train\mix\7041ce9bacc542ccb5d3d188812cc730\mix.wav,train\source\7041ce9bacc542ccb5d3d188812cc730\1.wav,train\source\7041ce9bacc542ccb5d3d188812cc730\2.wav,15.0
train\mix\705caf4b094c4eef9361273693a96bce\mix.wav,train\source\705caf4b094c4eef9361273693a96bce\1.wav,train\source\705caf4b094c4eef9361273693a96bce\2.wav,15.0
train\mix\71767b8307054708bf59d5c0fdaba304\mix.wav,train\source\71767b8307054708bf59d5c0fdaba304\1.wav,train\source\71767b8307054708bf59d5c0fdaba304\2.wav,15.0
train\mix\718e6e423f4a4824b3c0159f359faf5a\mix.wav,train\source\718e6e423f4a4824b3c0159f359faf5a\1.wav,train\source\718e6e423f4a4824b3c0159f359faf5a\2.wav,15.0
train\mix\71c557eb827141ddb0c39e91f3d418b7\mix.wav,train\source\71c557eb827141ddb0c39e91f3d418b7\1.wav,train\source\71c557eb827141ddb0c39e91f3d418b7\2.wav,15.0
train\mix\7248d603e43842f985cd11c7b7a6b7be\mix.wav,train\source\7248d603e43842f985cd11c7b7a6b7be\1.wav,train\source\7248d603e43842f985cd11c7b7a6b7be\2.wav,15.0
train\mix\727364cbd1e64d59b0db3b548c9d1d87\mix.wav,train\source\727364cbd1e64d59b0db3b548c9d1d87\1.wav,train\source\727364cbd1e64d59b0db3b548c9d1d87\2.wav,15.0
train\mix\729739bc82f6431097190e052773187e\mix.wav,train\source\729739bc82f6431097190e052773187e\1.wav,train\source\729739bc82f6431097190e052773187e\2.wav,15.0
train\mix\72d9caefdf724795a56fe07f5df82ecd\mix.wav,train\source\72d9caefdf724795a56fe07f5df82ecd\1.wav,train\source\72d9caefdf724795a56fe07f5df82ecd\2.wav,15.0
train\mix\72f8383356374ab18ed5fc4207e34655\mix.wav,train\source\72f8383356374ab18ed5fc4207e34655\1.wav,train\source\72f8383356374ab18ed5fc4207e34655\2.wav,15.0
train\mix\735869d595074125900b961109893e94\mix.wav,train\source\735869d595074125900b961109893e94\1.wav,train\source\735869d595074125900b961109893e94\2.wav,15.0
train\mix\73ef57cf4f274265a9af7b3268a19c7c\mix.wav,train\source\73ef57cf4f274265a9af7b3268a19c7c\1.wav,train\source\73ef57cf4f274265a9af7b3268a19c7c\2.wav,15.0
train\mix\747023406d9749e4b944a8176c527cbe\mix.wav,train\source\747023406d9749e4b944a8176c527cbe\1.wav,train\source\747023406d9749e4b944a8176c527cbe\2.wav,15.0
train\mix\74a68df42a2b46fc8bdc892bf6d674a5\mix.wav,train\source\74a68df42a2b46fc8bdc892bf6d674a5\1.wav,train\source\74a68df42a2b46fc8bdc892bf6d674a5\2.wav,15.0
train\mix\7515c2c104d644e8af4cf6f8412c227a\mix.wav,train\source\7515c2c104d644e8af4cf6f8412c227a\1.wav,train\source\7515c2c104d644e8af4cf6f8412c227a\2.wav,15.0
train\mix\75f7f922faea40e68d516244ad954f01\mix.wav,train\source\75f7f922faea40e68d516244ad954f01\1.wav,train\source\75f7f922faea40e68d516244ad954f01\2.wav,15.0
train\mix\76a3ec2d129447fd8d1e7becfd8d7447\mix.wav,train\source\76a3ec2d129447fd8d1e7becfd8d7447\1.wav,train\source\76a3ec2d129447fd8d1e7becfd8d7447\2.wav,15.0
train\mix\76d10f50edde4122a07b54bae9ec3269\mix.wav,train\source\76d10f50edde4122a07b54bae9ec3269\1.wav,train\source\76d10f50edde4122a07b54bae9ec3269\2.wav,15.0
train\mix\76e95ce3abef43b3b80b988316aa0e52\mix.wav,train\source\76e95ce3abef43b3b80b988316aa0e52\1.wav,train\source\76e95ce3abef43b3b80b988316aa0e52\2.wav,15.0
train\mix\77494005368b4a799d142c76560522f5\mix.wav,train\source\77494005368b4a799d142c76560522f5\1.wav,train\source\77494005368b4a799d142c76560522f5\2.wav,15.0
train\mix\7773b5f97cc94bc3a93631322d73eb72\mix.wav,train\source\7773b5f97cc94bc3a93631322d73eb72\1.wav,train\source\7773b5f97cc94bc3a93631322d73eb72\2.wav,15.0
train\mix\778e785cc368487891c1666ace598389\mix.wav,train\source\778e785cc368487891c1666ace598389\1.wav,train\source\778e785cc368487891c1666ace598389\2.wav,15.0
train\mix\77eddc7d621244a78fdb114aaafa4f99\mix.wav,train\source\77eddc7d621244a78fdb114aaafa4f99\1.wav,train\source\77eddc7d621244a78fdb114aaafa4f99\2.wav,15.0
train\mix\782c6184f71c4ebeba0260a6376fa743\mix.wav,train\source\782c6184f71c4ebeba0260a6376fa743\1.wav,train\source\782c6184f71c4ebeba0260a6376fa743\2.wav,15.0
train\mix\783a6a83b0d34371b2012815ea2fe536\mix.wav,train\source\783a6a83b0d34371b2012815ea2fe536\1.wav,train\source\783a6a83b0d34371b2012815ea2fe536\2.wav,15.0
train\mix\7846887a1b72466fa99e4ddf4e1c2cb9\mix.wav,train\source\7846887a1b72466fa99e4ddf4e1c2cb9\1.wav,train\source\7846887a1b72466fa99e4ddf4e1c2cb9\2.wav,15.0
train\mix\784a6fc0a16643eab4a6edfcc7a5e0ed\mix.wav,train\source\784a6fc0a16643eab4a6edfcc7a5e0ed\1.wav,train\source\784a6fc0a16643eab4a6edfcc7a5e0ed\2.wav,15.0
train\mix\788b2e6f5b5b4b39af17eca067897110\mix.wav,train\source\788b2e6f5b5b4b39af17eca067897110\1.wav,train\source\788b2e6f5b5b4b39af17eca067897110\2.wav,15.0
train\mix\78a0fbf6e0664c09a2ba882a258d05aa\mix.wav,train\source\78a0fbf6e0664c09a2ba882a258d05aa\1.wav,train\source\78a0fbf6e0664c09a2ba882a258d05aa\2.wav,15.0
train\mix\78a17737a6b9435aa2d56366a00cc22c\mix.wav,train\source\78a17737a6b9435aa2d56366a00cc22c\1.wav,train\source\78a17737a6b9435aa2d56366a00cc22c\2.wav,15.0
train\mix\797367e3bc7644a8936fa93ae19afe73\mix.wav,train\source\797367e3bc7644a8936fa93ae19afe73\1.wav,train\source\797367e3bc7644a8936fa93ae19afe73\2.wav,15.0
train\mix\79f2908f75524b708f39f0926a8894a2\mix.wav,train\source\79f2908f75524b708f39f0926a8894a2\1.wav,train\source\79f2908f75524b708f39f0926a8894a2\2.wav,15.0
train\mix\7a47529718a04874a33d48bdcd9d9b54\mix.wav,train\source\7a47529718a04874a33d48bdcd9d9b54\1.wav,train\source\7a47529718a04874a33d48bdcd9d9b54\2.wav,15.0
train\mix\7a5ef7677c6c4eccb4adcc9b018e8725\mix.wav,train\source\7a5ef7677c6c4eccb4adcc9b018e8725\1.wav,train\source\7a5ef7677c6c4eccb4adcc9b018e8725\2.wav,15.0
train\mix\7adb3aef78a94b94a73939aa2e344a51\mix.wav,train\source\7adb3aef78a94b94a73939aa2e344a51\1.wav,train\source\7adb3aef78a94b94a73939aa2e344a51\2.wav,15.0
train\mix\7bc77c642c404a17ad5139f873700488\mix.wav,train\source\7bc77c642c404a17ad5139f873700488\1.wav,train\source\7bc77c642c404a17ad5139f873700488\2.wav,15.0
train\mix\7c1ed57511e041c58c4bc033ef9dd924\mix.wav,train\source\7c1ed57511e041c58c4bc033ef9dd924\1.wav,train\source\7c1ed57511e041c58c4bc033ef9dd924\2.wav,15.0
train\mix\7c689d5aba344e0ea13798a338f89e07\mix.wav,train\source\7c689d5aba344e0ea13798a338f89e07\1.wav,train\source\7c689d5aba344e0ea13798a338f89e07\2.wav,15.0
train\mix\7c74d580510d40999d0b74f10ff1b818\mix.wav,train\source\7c74d580510d40999d0b74f10ff1b818\1.wav,train\source\7c74d580510d40999d0b74f10ff1b818\2.wav,15.0
train\mix\7cacf170008241f2973b97729fc97e1c\mix.wav,train\source\7cacf170008241f2973b97729fc97e1c\1.wav,train\source\7cacf170008241f2973b97729fc97e1c\2.wav,15.0
train\mix\7cd35aebf02f43d680615a4672071df8\mix.wav,train\source\7cd35aebf02f43d680615a4672071df8\1.wav,train\source\7cd35aebf02f43d680615a4672071df8\2.wav,15.0
train\mix\7ce932546dad4627957ca4817380d128\mix.wav,train\source\7ce932546dad4627957ca4817380d128\1.wav,train\source\7ce932546dad4627957ca4817380d128\2.wav,15.0
train\mix\7ced82d216e045268e00db9154a4e3dd\mix.wav,train\source\7ced82d216e045268e00db9154a4e3dd\1.wav,train\source\7ced82d216e045268e00db9154a4e3dd\2.wav,15.0
train\mix\7d6c49f56a6e44f0a1a90b9f1d9add8f\mix.wav,train\source\7d6c49f56a6e44f0a1a90b9f1d9add8f\1.wav,train\source\7d6c49f56a6e44f0a1a90b9f1d9add8f\2.wav,15.0
train\mix\7dbac3c6632542f6923bf167302964b2\mix.wav,train\source\7dbac3c6632542f6923bf167302964b2\1.wav,train\source\7dbac3c6632542f6923bf167302964b2\2.wav,15.0
train\mix\7dbbbeb0035f4578bcc98e29e1a0a607\mix.wav,train\source\7dbbbeb0035f4578bcc98e29e1a0a607\1.wav,train\source\7dbbbeb0035f4578bcc98e29e1a0a607\2.wav,15.0
train\mix\7e1a79eed4024ce69b66bfbf61811f33\mix.wav,train\source\7e1a79eed4024ce69b66bfbf61811f33\1.wav,train\source\7e1a79eed4024ce69b66bfbf61811f33\2.wav,15.0
train\mix\7e32f29f72fc4cdfa937816e465d3dff\mix.wav,train\source\7e32f29f72fc4cdfa937816e465d3dff\1.wav,train\source\7e32f29f72fc4cdfa937816e465d3dff\2.wav,15.0
train\mix\7e3abaf612fe46cbb27db420e718e6ae\mix.wav,train\source\7e3abaf612fe46cbb27db420e718e6ae\1.wav,train\source\7e3abaf612fe46cbb27db420e718e6ae\2.wav,15.0
train\mix\7e9dd6be65224a3a8c30ba2c4a5b262f\mix.wav,train\source\7e9dd6be65224a3a8c30ba2c4a5b262f\1.wav,train\source\7e9dd6be65224a3a8c30ba2c4a5b262f\2.wav,15.0
train\mix\7ec239b417bb4496980f9b3e50154ac0\mix.wav,train\source\7ec239b417bb4496980f9b3e50154ac0\1.wav,train\source\7ec239b417bb4496980f9b3e50154ac0\2.wav,15.0
train\mix\7efb82fe27ff44a6b9cf1aa679a74906\mix.wav,train\source\7efb82fe27ff44a6b9cf1aa679a74906\1.wav,train\source\7efb82fe27ff44a6b9cf1aa679a74906\2.wav,15.0
train\mix\7f03cf484804475a9316a1727fefc279\mix.wav,train\source\7f03cf484804475a9316a1727fefc279\1.wav,train\source\7f03cf484804475a9316a1727fefc279\2.wav,15.0
train\mix\7f4c4eca12c7431284516c2d98f00a41\mix.wav,train\source\7f4c4eca12c7431284516c2d98f00a41\1.wav,train\source\7f4c4eca12c7431284516c2d98f00a41\2.wav,15.0
train\mix\7f619f3fc1de472ca1369f8b82bf5d68\mix.wav,train\source\7f619f3fc1de472ca1369f8b82bf5d68\1.wav,train\source\7f619f3fc1de472ca1369f8b82bf5d68\2.wav,15.0
train\mix\7f87cf35cb424879aa1bc9b2ddb2f55a\mix.wav,train\source\7f87cf35cb424879aa1bc9b2ddb2f55a\1.wav,train\source\7f87cf35cb424879aa1bc9b2ddb2f55a\2.wav,15.0
train\mix\8024ef8638a14d8193ebcd19fe699fae\mix.wav,train\source\8024ef8638a14d8193ebcd19fe699fae\1.wav,train\source\8024ef8638a14d8193ebcd19fe699fae\2.wav,15.0
train\mix\80321cec6ba54fd6a9e0c2b5ec69a920\mix.wav,train\source\80321cec6ba54fd6a9e0c2b5ec69a920\1.wav,train\source\80321cec6ba54fd6a9e0c2b5ec69a920\2.wav,15.0
train\mix\8060c9595f6f4108b4daa448289e4d65\mix.wav,train\source\8060c9595f6f4108b4daa448289e4d65\1.wav,train\source\8060c9595f6f4108b4daa448289e4d65\2.wav,15.0
train\mix\8093de1d2b634b3db245e9c6430705b0\mix.wav,train\source\8093de1d2b634b3db245e9c6430705b0\1.wav,train\source\8093de1d2b634b3db245e9c6430705b0\2.wav,15.0
train\mix\809e5936fc694b0ca742f9b10469621d\mix.wav,train\source\809e5936fc694b0ca742f9b10469621d\1.wav,train\source\809e5936fc694b0ca742f9b10469621d\2.wav,15.0
train\mix\8136d7d2a1424e6b9d7c7be80e573bfd\mix.wav,train\source\8136d7d2a1424e6b9d7c7be80e573bfd\1.wav,train\source\8136d7d2a1424e6b9d7c7be80e573bfd\2.wav,15.0
train\mix\8157e8c6dc3142bc8bb57d6a676df05e\mix.wav,train\source\8157e8c6dc3142bc8bb57d6a676df05e\1.wav,train\source\8157e8c6dc3142bc8bb57d6a676df05e\2.wav,15.0
train\mix\81826fa3fe6d458ab2fdcd9fe3fb5f30\mix.wav,train\source\81826fa3fe6d458ab2fdcd9fe3fb5f30\1.wav,train\source\81826fa3fe6d458ab2fdcd9fe3fb5f30\2.wav,15.0
train\mix\81d63941feea421b8c5f8e71e1dc95ae\mix.wav,train\source\81d63941feea421b8c5f8e71e1dc95ae\1.wav,train\source\81d63941feea421b8c5f8e71e1dc95ae\2.wav,15.0
train\mix\8209035c6d3d430b93a5e1bc847428d4\mix.wav,train\source\8209035c6d3d430b93a5e1bc847428d4\1.wav,train\source\8209035c6d3d430b93a5e1bc847428d4\2.wav,15.0
train\mix\828dde597c3042da82133cc5e179f894\mix.wav,train\source\828dde597c3042da82133cc5e179f894\1.wav,train\source\828dde597c3042da82133cc5e179f894\2.wav,15.0
train\mix\82903cde3d2c4204a9f56da53aef0dfa\mix.wav,train\source\82903cde3d2c4204a9f56da53aef0dfa\1.wav,train\source\82903cde3d2c4204a9f56da53aef0dfa\2.wav,15.0
train\mix\8291d089e97b41e2a0df24d2b64a9a65\mix.wav,train\source\8291d089e97b41e2a0df24d2b64a9a65\1.wav,train\source\8291d089e97b41e2a0df24d2b64a9a65\2.wav,15.0
train\mix\82bbd0dc8d7345d0b6f3d04325394339\mix.wav,train\source\82bbd0dc8d7345d0b6f3d04325394339\1.wav,train\source\82bbd0dc8d7345d0b6f3d04325394339\2.wav,15.0
train\mix\82d946e0f1144b979913e0416c16f565\mix.wav,train\source\82d946e0f1144b979913e0416c16f565\1.wav,train\source\82d946e0f1144b979913e0416c16f565\2.wav,15.0
train\mix\82ec8b068e904d2a96cca4277a268e71\mix.wav,train\source\82ec8b068e904d2a96cca4277a268e71\1.wav,train\source\82ec8b068e904d2a96cca4277a268e71\2.wav,15.0
train\mix\83f55d0431d3488793c3143f97dd2621\mix.wav,train\source\83f55d0431d3488793c3143f97dd2621\1.wav,train\source\83f55d0431d3488793c3143f97dd2621\2.wav,15.0
train\mix\844200ad304444028bfd67f0e19c7eee\mix.wav,train\source\844200ad304444028bfd67f0e19c7eee\1.wav,train\source\844200ad304444028bfd67f0e19c7eee\2.wav,15.0
train\mix\8460f1c0c48b4c7bb1657cf8434450c0\mix.wav,train\source\8460f1c0c48b4c7bb1657cf8434450c0\1.wav,train\source\8460f1c0c48b4c7bb1657cf8434450c0\2.wav,15.0
train\mix\8561fbebd85841a09b513f7c92ece68d\mix.wav,train\source\8561fbebd85841a09b513f7c92ece68d\1.wav,train\source\8561fbebd85841a09b513f7c92ece68d\2.wav,15.0
train\mix\858f756b007546a8b1da11eaa8ceb9aa\mix.wav,train\source\858f756b007546a8b1da11eaa8ceb9aa\1.wav,train\source\858f756b007546a8b1da11eaa8ceb9aa\2.wav,15.0
train\mix\859fd2bc4c564ae2948aeeb90f4729bd\mix.wav,train\source\859fd2bc4c564ae2948aeeb90f4729bd\1.wav,train\source\859fd2bc4c564ae2948aeeb90f4729bd\2.wav,15.0
train\mix\85cddf6177844e2a8a34e4284bd865ed\mix.wav,train\source\85cddf6177844e2a8a34e4284bd865ed\1.wav,train\source\85cddf6177844e2a8a34e4284bd865ed\2.wav,15.0
train\mix\85ddb1211f5b4b1fadf105c9c6b04a73\mix.wav,train\source\85ddb1211f5b4b1fadf105c9c6b04a73\1.wav,train\source\85ddb1211f5b4b1fadf105c9c6b04a73\2.wav,15.0
train\mix\866330880bb34a48ae224b193280d2f3\mix.wav,train\source\866330880bb34a48ae224b193280d2f3\1.wav,train\source\866330880bb34a48ae224b193280d2f3\2.wav,15.0
train\mix\866a3828fa4547e790b4d64717f8900d\mix.wav,train\source\866a3828fa4547e790b4d64717f8900d\1.wav,train\source\866a3828fa4547e790b4d64717f8900d\2.wav,15.0
train\mix\870c695723b04be69a9728dd25b005ea\mix.wav,train\source\870c695723b04be69a9728dd25b005ea\1.wav,train\source\870c695723b04be69a9728dd25b005ea\2.wav,15.0
train\mix\8717c53bc36144da993f2eb4307d6218\mix.wav,train\source\8717c53bc36144da993f2eb4307d6218\1.wav,train\source\8717c53bc36144da993f2eb4307d6218\2.wav,15.0
train\mix\876061421dca4ade9009ddc7f4871d96\mix.wav,train\source\876061421dca4ade9009ddc7f4871d96\1.wav,train\source\876061421dca4ade9009ddc7f4871d96\2.wav,15.0
train\mix\881e1683c8ab41479ef866c4fcc2b67e\mix.wav,train\source\881e1683c8ab41479ef866c4fcc2b67e\1.wav,train\source\881e1683c8ab41479ef866c4fcc2b67e\2.wav,15.0
train\mix\88e0d61a6569459a843957b2afe03f3f\mix.wav,train\source\88e0d61a6569459a843957b2afe03f3f\1.wav,train\source\88e0d61a6569459a843957b2afe03f3f\2.wav,15.0
train\mix\89228166f0e740ae9e980b644c209844\mix.wav,train\source\89228166f0e740ae9e980b644c209844\1.wav,train\source\89228166f0e740ae9e980b644c209844\2.wav,15.0
train\mix\8935c5486a7f46c2bf247a6ae896e32c\mix.wav,train\source\8935c5486a7f46c2bf247a6ae896e32c\1.wav,train\source\8935c5486a7f46c2bf247a6ae896e32c\2.wav,15.0
train\mix\895f340649eb488aa7d863e09b914d57\mix.wav,train\source\895f340649eb488aa7d863e09b914d57\1.wav,train\source\895f340649eb488aa7d863e09b914d57\2.wav,15.0
train\mix\89b8a19ee37043aa88a0aa3c89efd850\mix.wav,train\source\89b8a19ee37043aa88a0aa3c89efd850\1.wav,train\source\89b8a19ee37043aa88a0aa3c89efd850\2.wav,15.0
train\mix\89c4495bf9844c9c83b151b853dc41ce\mix.wav,train\source\89c4495bf9844c9c83b151b853dc41ce\1.wav,train\source\89c4495bf9844c9c83b151b853dc41ce\2.wav,15.0
train\mix\8a0d8f4f8e134de8ab515786527ab2e9\mix.wav,train\source\8a0d8f4f8e134de8ab515786527ab2e9\1.wav,train\source\8a0d8f4f8e134de8ab515786527ab2e9\2.wav,15.0
train\mix\8a25e9a349fb44cb9b6d855cf0488648\mix.wav,train\source\8a25e9a349fb44cb9b6d855cf0488648\1.wav,train\source\8a25e9a349fb44cb9b6d855cf0488648\2.wav,15.0
train\mix\8aa037603dda4518a39148f3f723fcc5\mix.wav,train\source\8aa037603dda4518a39148f3f723fcc5\1.wav,train\source\8aa037603dda4518a39148f3f723fcc5\2.wav,15.0
train\mix\8ad427ce5ae24dc39d86f23c32fe7937\mix.wav,train\source\8ad427ce5ae24dc39d86f23c32fe7937\1.wav,train\source\8ad427ce5ae24dc39d86f23c32fe7937\2.wav,15.0
train\mix\8b0a266237de4e92924a93fd4e458832\mix.wav,train\source\8b0a266237de4e92924a93fd4e458832\1.wav,train\source\8b0a266237de4e92924a93fd4e458832\2.wav,15.0
train\mix\8bd1f02ebbdc4716a8e3d3930ffaddf6\mix.wav,train\source\8bd1f02ebbdc4716a8e3d3930ffaddf6\1.wav,train\source\8bd1f02ebbdc4716a8e3d3930ffaddf6\2.wav,15.0
train\mix\8d15609ffda04b968933f791f207f389\mix.wav,train\source\8d15609ffda04b968933f791f207f389\1.wav,train\source\8d15609ffda04b968933f791f207f389\2.wav,15.0
train\mix\8d4b38e9027c42b581654d8b531a8adc\mix.wav,train\source\8d4b38e9027c42b581654d8b531a8adc\1.wav,train\source\8d4b38e9027c42b581654d8b531a8adc\2.wav,15.0
train\mix\8da90674b4e84b1d94adb2328ecb9ed8\mix.wav,train\source\8da90674b4e84b1d94adb2328ecb9ed8\1.wav,train\source\8da90674b4e84b1d94adb2328ecb9ed8\2.wav,15.0
train\mix\8ed89d4354b645228c8adcd1eb7e30c4\mix.wav,train\source\8ed89d4354b645228c8adcd1eb7e30c4\1.wav,train\source\8ed89d4354b645228c8adcd1eb7e30c4\2.wav,15.0
train\mix\8ee194f69437403c99e3e370df3ec503\mix.wav,train\source\8ee194f69437403c99e3e370df3ec503\1.wav,train\source\8ee194f69437403c99e3e370df3ec503\2.wav,15.0
train\mix\8eec8b97e4174462b29b7d228b5abac2\mix.wav,train\source\8eec8b97e4174462b29b7d228b5abac2\1.wav,train\source\8eec8b97e4174462b29b7d228b5abac2\2.wav,15.0
train\mix\8eee88f5280040b48bf24a37b66a5515\mix.wav,train\source\8eee88f5280040b48bf24a37b66a5515\1.wav,train\source\8eee88f5280040b48bf24a37b66a5515\2.wav,15.0
train\mix\8f3e2116ae23445480d485af6d4b84f3\mix.wav,train\source\8f3e2116ae23445480d485af6d4b84f3\1.wav,train\source\8f3e2116ae23445480d485af6d4b84f3\2.wav,15.0
train\mix\8f604f8643fc4a4daf0fc87c0669e86f\mix.wav,train\source\8f604f8643fc4a4daf0fc87c0669e86f\1.wav,train\source\8f604f8643fc4a4daf0fc87c0669e86f\2.wav,15.0
train\mix\8fc176524ce24e2682876b0134841336\mix.wav,train\source\8fc176524ce24e2682876b0134841336\1.wav,train\source\8fc176524ce24e2682876b0134841336\2.wav,15.0
train\mix\8fe4fcd1244949fe820ccdb970db5bbc\mix.wav,train\source\8fe4fcd1244949fe820ccdb970db5bbc\1.wav,train\source\8fe4fcd1244949fe820ccdb970db5bbc\2.wav,15.0
train\mix\9003426f85e84442bbc00c5bf219eebc\mix.wav,train\source\9003426f85e84442bbc00c5bf219eebc\1.wav,train\source\9003426f85e84442bbc00c5bf219eebc\2.wav,15.0
train\mix\900cafec17a342a799f3218a9e413d81\mix.wav,train\source\900cafec17a342a799f3218a9e413d81\1.wav,train\source\900cafec17a342a799f3218a9e413d81\2.wav,15.0
train\mix\900ec0a92c884b5898653623df10704a\mix.wav,train\source\900ec0a92c884b5898653623df10704a\1.wav,train\source\900ec0a92c884b5898653623df10704a\2.wav,15.0
train\mix\9019428fa19f4c74bef5e236b8059c01\mix.wav,train\source\9019428fa19f4c74bef5e236b8059c01\1.wav,train\source\9019428fa19f4c74bef5e236b8059c01\2.wav,15.0
train\mix\904db49f841247399726360bcdabc97f\mix.wav,train\source\904db49f841247399726360bcdabc97f\1.wav,train\source\904db49f841247399726360bcdabc97f\2.wav,15.0
train\mix\9082aede8dbf44d5b5d704ebff3070e7\mix.wav,train\source\9082aede8dbf44d5b5d704ebff3070e7\1.wav,train\source\9082aede8dbf44d5b5d704ebff3070e7\2.wav,15.0
train\mix\909675fb17fd4989bc08a85781b25101\mix.wav,train\source\909675fb17fd4989bc08a85781b25101\1.wav,train\source\909675fb17fd4989bc08a85781b25101\2.wav,15.0
train\mix\918fef78706b42f3aac9050278501f0f\mix.wav,train\source\918fef78706b42f3aac9050278501f0f\1.wav,train\source\918fef78706b42f3aac9050278501f0f\2.wav,15.0
train\mix\91d0c17ab259420aadeccd7cd59af6f5\mix.wav,train\source\91d0c17ab259420aadeccd7cd59af6f5\1.wav,train\source\91d0c17ab259420aadeccd7cd59af6f5\2.wav,15.0
train\mix\91dd47725f7a4fee88109de104bab15d\mix.wav,train\source\91dd47725f7a4fee88109de104bab15d\1.wav,train\source\91dd47725f7a4fee88109de104bab15d\2.wav,15.0
train\mix\92585e6b50cc440c962145a389f5dd00\mix.wav,train\source\92585e6b50cc440c962145a389f5dd00\1.wav,train\source\92585e6b50cc440c962145a389f5dd00\2.wav,15.0
train\mix\9262430faabf413ea4e67aa65a34fa08\mix.wav,train\source\9262430faabf413ea4e67aa65a34fa08\1.wav,train\source\9262430faabf413ea4e67aa65a34fa08\2.wav,15.0
train\mix\927e772158954f4fa8fbe2fb26bc6fee\mix.wav,train\source\927e772158954f4fa8fbe2fb26bc6fee\1.wav,train\source\927e772158954f4fa8fbe2fb26bc6fee\2.wav,15.0
train\mix\92ab07203f8c4e82b579efb940b48997\mix.wav,train\source\92ab07203f8c4e82b579efb940b48997\1.wav,train\source\92ab07203f8c4e82b579efb940b48997\2.wav,15.0
train\mix\93547a7b1d9b4521a646191ce3240264\mix.wav,train\source\93547a7b1d9b4521a646191ce3240264\1.wav,train\source\93547a7b1d9b4521a646191ce3240264\2.wav,15.0
train\mix\936593b973af4c4f9e148f0aa7627e37\mix.wav,train\source\936593b973af4c4f9e148f0aa7627e37\1.wav,train\source\936593b973af4c4f9e148f0aa7627e37\2.wav,15.0
train\mix\93b92780e8a94fd2bad6d742f90545cb\mix.wav,train\source\93b92780e8a94fd2bad6d742f90545cb\1.wav,train\source\93b92780e8a94fd2bad6d742f90545cb\2.wav,15.0
train\mix\93c38d532f414e26a630fea60d969a62\mix.wav,train\source\93c38d532f414e26a630fea60d969a62\1.wav,train\source\93c38d532f414e26a630fea60d969a62\2.wav,15.0
train\mix\93df9ba30cf447f1bca46ce6b156a7e6\mix.wav,train\source\93df9ba30cf447f1bca46ce6b156a7e6\1.wav,train\source\93df9ba30cf447f1bca46ce6b156a7e6\2.wav,15.0
train\mix\9427f062697d4c809fa4bb1bd0fc9a1b\mix.wav,train\source\9427f062697d4c809fa4bb1bd0fc9a1b\1.wav,train\source\9427f062697d4c809fa4bb1bd0fc9a1b\2.wav,15.0
